NAME（名字）,ALIAS（别名）,ACTORS（演员）,COVER（图片）,DIRECTORS（导演）,GENRES（分类）,LANGUAGES,REGIONS（国家）,RELEASE_DATE（时间）,STORYLINE（简介）
黄飞鸿之五：龙城歼霸,黄飞鸿之龙城歼霸 / 黄飞鸿5,赵文卓/关之琳/莫少聪/郑则仕/郭晋安/熊欣欣/王静莹/谭炳文/刘洵/易天雄/吕少玲/张铁林/黄沾,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2208250362.jpg,徐克,动作,粤语,中国香港,1994/11/17,八国联军入京，朝廷出奔，举国局势一度混乱。黄飞鸿（赵文卓 饰）与父亲黄麒英（刘询 饰）、十四姨（王静莹 饰）、徒弟梁宽（莫少聪 饰）、鬼脚七（熊欣欣 饰）一行人南下番禹，欲与十三姨（关之琳 饰）、猪肉荣（郑则仕 饰）、牙擦苏（郭晋安 饰）汇合。师徒于路同担心海盗夺粮的南粤米仓发生误会，两帮人不打不相识，黄飞鸿助其将盗米贼扭送衙门，惊觉盗米竟是差役领班谢四（张铁林 饰）指使。原来南海海盗趁局势混乱，活动频繁，使番禹一地早无官员统制，差役不得已靠偷盗维持口粮。黄飞鸿有感谢四等人忠义，遂放弃赴港计划，与当地海盗单眼英、张云麟、张保仔等人展开连场搏杀……
梁祝,梁山伯与祝英台,吴奇隆/杨采妮/徐锦江/吴家丽/刘洵/孙兴/何润东/侯炳莹/刘瑞琪,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2125670899.jpg,徐克,剧情/爱情/奇幻,粤语,中国香港,1994/8/13,公元337年的东晋时期，门第风气极盛，三品官家祝氏为了巩固朝中地位攀附权贵，将独生女儿祝英台（杨采妮）许配马氏太守，因为担心无心向学的女儿失礼于人，遂叫她女扮男装来到书院好好进补，因书院均是男儿，祝氏夫人（吴家丽）拜托院长夫人对爱女特别关照。
错爱,,袁咏仪/任达华/陈令智,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2232767945.jpg,陈耀成,剧情,粤语,中国香港,1994/5/7,见习护士慕容婉（袁咏仪 饰）与Benny（任达华 饰）邂逅，两人一见钟情，很快就走在了一起。岂料Benny原来是美国警方通缉的毒贩，只是利用慕容婉作掩护偷运毒品。然而慕容婉却爱得死心塌地，不仅决定与未婚夫分手，甚至怀上了Benny的骨肉。为了追随至爱，Benny抛弃一切来到了美国，然而Benny在美国同居女友妒火中烧，用诡计阻止了Benny与慕容婉见面，并骗光了她的财物一走了之。身在他乡又身无分文的慕容婉最终命运如何？
记得香蕉成熟时2：初恋情人,,邓一君/童爱玲/曾志伟/卢爱伦/张国荣,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352152341.jpg,马伟豪,喜剧/爱情,粤语,中国香港,1994/8/31,十八岁的波仔正在放暑假，暑假后他就要参加会考。但他与死党毛毛关系恶化，初恋情人婷婷要搬家，令他要孤独地度过假期。这时他遇上了港大女学生陈坚，于是他决定追求陈坚，要轰轰烈烈地爱一回……
先洗未来钱,,朱茵/麦家琪/吴镇宇,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352164365.jpg,梁志华,喜剧,粤语,中国香港,1994/11/17,张家界和侄子无忌专门盗取别人资料，送到非法工厂去伪造信用卡。某天银行职员SISI到张的黑店购货，无忌乘机北朝鲜她的资料传真给工厂，复制使用。不久SISI收到月结单，到张的店里理论，但证据不足。SISI拒绝付账，追账公司派员工上门追讨欠款，SISI求助好友武哥及阿嫦，嫦先去张店用信用卡买东西，然后引无忌回家，让他发现更多人的资料，把他介绍给武，未几，张决定请大陆人到外国冒签信用卡减低风险，于是武派人假扮大陆人与张接洽，然后报警，将无忌等人全部擒获。
流氓律师,新情理法,吕良伟/叶玉卿/林威/徐锦江,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169192136.jpg,陈东村,剧情,粤语,中国香港,1994/10/20,"在流氓界享負盛名的大狀黃祥 (吳鎮宇飾), 從不理會真相, 為求免罪減刑, 無所不為. 這趟遇上外強中乾的大喪 (成奎安飾) 無辜被捲入一宗謀殺案, 以為可以照辦煮碗, 並在初生之犢的新拍檔 Ada 律師 (黎芷珊飾) 的反對之下, 與律政處達成協議. 但上庭當天, 換了另一檢控官保羅 (白彪飾), 推翻了一切協議. 更致命的是由於黃祥的疏忽, 錯失了一名有力證人. Ada 忍無可忍, 決定引退, 大喪無言以對, 黃祥更是內疚. 透過市井流氓之助, 赫然得悉真兇竟是保羅胞弟彼得 (洪約翰飾), 並與督察黎偉 (胡智龍飾) 合謀, 為包庇彼得誓陷大喪入嶽, 黃祥苦無證據, 黎偉斬草除根, 把曾助黃祥的流氓一網打盡, 再派員倫襲黃祥, 將令他無法出庭......"
男儿当入樽,,郑伊健/古天乐/吴大维/郑则仕/麦家琪,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352143552.jpg,袁锦麟,剧情/喜剧,粤语,中国香港,1994/7/16,灌男（吴大维 饰）十分热爱篮球这项运动，加入了暗恋的女生琪琪（麦家琪 饰）的父亲所组建的球队，结识了一帮志同道合的好友。在众人的同心协力之下，球队一路披荆斩棘，最终打败了诸多敌手，获得了同美国巨人队一争高下的资格，然而，就在这个节骨眼上，队员们却因为加薪的要求被拒而纷纷离开球队。
撞板风流,,吴镇宇/李婉华/陈锦鸿,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2350239523.jpg,蔡继光,喜剧,粤语,中国香港,1994/10/6,锦恒（吴镇宇 饰）和Henry（陈锦鸿 饰）是一对好同事兼好友，同在一家杂志社担任负责人。虽然两人是好友，但两人的性格却相差甚远。锦恒为人老实，甚至有些古板，而Henry则大方开朗、生性风流。两人都已经成了家，锦恒和妻子Ivy（李婉华 饰）婚后一直过着平淡的生活，虽然感情稳定，却毫无生气；而Henry的妻子Linda（彭杏英 饰）和他性格相当，两人虽然经常打打闹闹，但比起锦恒他们却也热闹许多。
夺命接触,,欧阳震华/钟淑慧/王维德,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352123795.jpg,吴岱融,剧情/惊悚,汉语普通话,中国香港,1994/4/30,华乃货车司机，经常来往中、港两地工作，虽然同事终日游说他在外召妓作乐，但华与妻 阿玲生活美满，从来不为所动，玲生一子后，华更深感幸福。然而玲产后身体不适，拒与 华交欢，使华心痒难耐。而阿红在因在大陆生活...
虎穴屠龙之轰天陷阱,美国变色龙之轰天陷阱,吕良伟/方中信/翁虹/郑浩南/龙刚/岑建勋,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2351979154.jpg,梁小熊,动作,粤语,中国香港,1993/9/24,纽约唐人街实地取景的火爆动作片，虽然剧本和演员表演演出都显得普通，但对喜欢阳刚警匪电影的观众而言，连场实感甚强的枪战和打斗场面应该会满足。香港督察林国正为人疾恶如仇，铲除黑帮活动无数，其妻蔡洁多年来一直担忧丈夫出生入死的职业，在多番警告之下，林亦顾及妻子和幼女阿敏的安定，毅然答应妻子移民加拿大，林不愿移民但想挽回家庭，唯有请大假到纽约，希望说服妻子放弃移民打算，不料在阴差阳错之下，林巧遇仇家“王子”，林在保护洁之余，与王子展开火拼……
壮士断臂,新侠客行 / 独臂壮士,杜少津/袁洁莹/叶全真/李丽丽/赵长军/黄锦江/曹永祥/杨林,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352114216.jpg,卫翰韬,动作/冒险/武侠,粤语,中国香港,1994/1/27,铁桥三力挫满清第一勇士赫哈，勇夺武状元，官拜广东海关提督，衣锦还乡，负责训练新兵队伍。此时朝廷推行维新，庆新王表面支持，暗地里却中饱私襄。阿三屡与海资交战，因军备落后，屡处下风，伤亡惨重，朝廷颁令庆亲王联同负责之穆亲王押送洋枪火炮南下支援并鼓舞士气，一时军民甚为兴奋。穆亲王之女童安格格亦随父往广东，格格一直暗恋阿三，可惜阿三已与患难之交小蝶成婚。而穆亲王为了拢络庆亲王，并一口应承把女儿许配给庆亲王。格格得知后更离家出走以示反对，庆亲王为了在格格面前表现威武，强邀阿三比武，而阿三因数月辛劳，功力大退，终被击倒。格格对庆亲王乘机凌辱阿三甚为反感，反对阿三更加怜爱。不久海盗再次来犯，阿三率众抵抗，虽有洋枪火炮，但缺弹药，阿三遂自揭皇印封条打开银库取白银购药，军民奋力终将海盗打得落荒而逃，众人欢庆胜利之际，庆亲王返抵，对阿三擅取白银严加罪责，原来庆亲王早已计划以此事嫁祸阿三，并在押阿三回京的路上安排山贼欲杀人灭口，阿三被重务砸断右臂，侥幸逃脱。格格对庆亲王奸险恨之入骨，为救小蝶免受抄斩，格格答应嫁给庆亲王，成婚之夜，格格欲杀庆亲王，可惜反被庆亲王击杀，穆亲王赶来亦被庆亲王所杀，并诬称穆亲王父女二人与阿三同谋，并将彼等尸首悬于市中示众。阿三会合恩师红姑夜盗尸首，予以火葬，熊熊火光，激起阿三消沉的斗志，苦练独臂神功，一年后，京喜乐喧天，阿三藉舞狮贺岁混入庆亲王邸刺杀庆亲王。
缘份新天空,,张崇德/刘榕金/洪颖华/邝文珣/张崇基/林紫/彭翼扬,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2417104887.jpg,谭新源/伍国成,剧情/爱情,粤语,中国香港,1994/12/22,移民加拿大青年刘亚佛与女友同居三年后分手。廖美薇由香港来加拿大读书，结识了酒吧老板李惊奇，但李为人花弗，廖与之摊牌，但遭奚落。亚佛刚巧遇见，并维护廖，两人因而认识，相识七日，毅然宣布结婚。两星期后，医生诊断廖已怀孕两个月，二人因而大吵，待孩子出世后打算离婚。廖一次意外中，险告流产，幸母子平安，亚佛廖改观，并接受廖及其子。儿子摆满月，李至，知廖之子本是他所有，欲夺回子，并带备律师和医生强迫验血。...
昨夜长风,,刘青云/袁咏仪/林文龙/朱洁仪/陆剑明,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2523125734.jpg,林德禄,剧情/爱情,粤语,中国香港,1994/9/17,赛明军（袁咏仪 饰）和男友左思程（林文龙 饰）相恋多年，让本以为两人能够最终修成正果的赛明军没有想到的是，左思程竟然在得知了自己腹中怀有他的骨肉之后残忍的抛弃了她。在好友的劝说之下，赛明军决定生下腹中无辜的孩子。
爱的种子,,莫少聪/李司棋/童爱玲,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558477755.jpg,张肇麟,剧情,粤语,中国香港,1994/12/22,医生丽盈于家计会工作，对怀孕抗拒。画家俊卫与妻子盈感情融洽。卫母渴望早日抱孙，得知夫妻经常避孕，要求卫与盈搬回围村同住，盈不惯生活方式。家居突被捣乱，原来卫母带来小孩有根暂住，盈对小孩更反感。盈接手家计会宣传工作，卫为作画寻灵感。盈要求丈夫与好友明前来捐精。二人本拒，明却被护士Anna吸引，卫无奈接受。卫与根熟落，盈遭冷落。卫因根得创作灵感，盈同时亦得上司赏识，遂对根改观。卫快举办画展，对之寄...
爱情万岁,,杨贵媚/李康生/陈昭荣/陆弈静,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2040684308.jpg,蔡明亮,剧情/同性,汉语普通话,中国台湾,1994/9/2,骨灰盒推销员小康（李康生）结束心力交瘁的一日后，悄悄潜入一幢公寓里的一间房，没想这间房里，还会潜入一个会是其欲望（投射）对象的地摊小贩（陈昭荣）。房子的暂时主人是一个售楼小姐（杨贵媚），她和小康性向虽然有异，却同样是没有爱情（情感）温暖心灵的人。
晚9朝5,晚九朝五,张睿羚/陈豪/周嘉玲/陈小春/邱秋月/白嘉倩/李浩林/陈可辛,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2515587023.jpg,陈德森,剧情,粤语,中国香港,1994/4/8,以大胆写实手法反映香港X世代敢作敢为的性爱故事，全部起用新人演出，其中的陈小春、周嘉玲、张睿玲和陈豪均表现杰出而崛起影坛。这一批社会新鲜人在白天都有正常工作，但晚上九点至翌晨五点才是他们的人生黄金档。在夜店中开怀畅饮高歌，在床上或汽车内享受一夜情，一直到第二天喝过早茶才愿意散伙。如此挥霍青春的结果，有人徒劳无功，有人乐极生悲，有人梦醒离队寻找新的生活。由于编剧阮世生和导演陈德森成功地塑造了几个主角，并以纪录片式的演员访问镜头恰当地穿插于剧情中，使本片呈现出不同流俗的清新风格和娱乐效果，跟台湾的同类新人类电影相比较大异其趣。
省港一号通缉犯,,黄秋生/于荣光/吴家丽/陈明真,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352138281.jpg,黄志强,动作/惊悚,粤语,中国香港,1994/6/29,数名广州通缉犯伙同香港犯罪分子打劫麻雀馆，刚巧遇上蓝帽子警员，双方交火，受伤的部分省港旗兵决定逃回大陆暂避。不久，督察洪Sir接手此案，遂与大陆方面的刑侦科长王军合作，但因立场不同而产生矛盾。
再见亦是老婆,都是有情人,姜大卫/陈秀雯/周嘉玲/林伟,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2539501303.jpg,李国立,剧情,粤语,中国香港,1994/10/7,佩佩（邓秀文 饰）自从婚后就尽心尽力当一名合格的全职主妇，相夫教子。这些年来和丈夫阿礼（姜大卫 饰）一直相敬如宾，一对子女亦聪明伶俐，可以说是外人眼中的模范家庭。然而，佩佩这些年来忙于照顾家庭，却一直忽略了自身的修饰和提高，导致阿礼面对佩佩时感到十分无味。一次，阿礼邂逅了美艳女星卓羚，开始了一段婚外情。阿礼越陷越深，最终决定和佩佩离婚。直到这时，佩佩才知道这一残酷的现实。这一打击令她十分消沉，失去了家庭令似乎她失去了所有的依傍，幸亏这时好友汤敏蓉（邓萃雯 饰）及洪世亮（林伟 饰）不断鼓励和开解她，她才慢慢的振作起来。
我和春天有个约会,我和春天有个约会电影版,刘雅丽/苏玉华/罗冠兰/冯蔚蘅/吴大维/杨英伟/谢君豪/冯宝宝/毛舜筠/黄霑/黄百鸣,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2352122301.jpg,高志森,剧情/歌舞,粤语,中国香港,1994/4/21,一代歌后姚小蝶（刘雅丽 饰）自加拿大返港，准备在即将拆除的丽花皇宫进行一场纪念演出，这里是当年她和露露（罗冠兰 饰）、莲茜（冯蔚蘅）、凤萍（苏玉华）三名姐妹歌唱事业起步的地方。六十年代，东南亚的战争阴云对香港也多有波及，此时的四姐妹在丽花皇宫刚刚开始自己的演唱之路，凤萍被烂赌的男友拖累，有孕在身却经常入不敷出，最后消失在混乱的南洋，为四姐妹无忧无虑的日子画上了句号。小蝶属意乐队萨克斯风手家豪（吴大维 饰），但后者意识到小蝶的前途会远比自己灿烂，遂留下一曲《我和春天有个约会》，消失在茫茫人海……
